team,xg,x,y,Shot type,Situation,Result
Chelsea,0.13,96.8947368413,24.209426756400006,Left foot,Regular play,Blocked
Chelsea,0.01,74.150970876,43.9307006322,Right foot,Regular play,Miss
Chelsea,0.03,93.2,17.973757963699995,Right foot,Regular play,Attempt saved
Chelsea,0.05,83.6111650488,30.340000000000003,Right foot,Regular play,Blocked
Chelsea,0.30,100.44827586240001,34.68625,Left foot,Regular play,Attempt saved
Chelsea,0.11,92.5,43.5103184664,Right foot,Fast break,Attempt saved
Tottenham Hotspur,0.05,12.299999999999997,25.013437500000002,Left foot,From corner,Miss
Tottenham Hotspur,0.04,12.700000000000003,21.9673885388,Right foot,Regular play,Blocked
Tottenham Hotspur,0.06,8.105263158699998,25.8228125,Header,Set piece,Miss
Tottenham Hotspur,0.03,16.099999999999994,44.981656046699996,Right foot,Regular play,Blocked
Tottenham Hotspur,0.03,11,13.774407591,Left foot,From corner,Blocked
Tottenham Hotspur,0.16,1.7068965515999963,25.7071875,Left foot,Regular play,Blocked
Tottenham Hotspur,0.10,14.099999999999994,31.865,Header,Regular play,Miss
Tottenham Hotspur,0.04,20.0426470596,43.16,Right foot,Regular play,Miss
Tottenham Hotspur,0.02,28.146116503200005,23.9291719792,Right foot,From corner,Blocked
Tottenham Hotspur,0.05,20.150000000000006,22.878216564699997,Right foot,Free kick,Blocked
Tottenham Hotspur,0.05,21.050970873600008,21.617070067300002,Right foot,Free kick,Blocked
Tottenham Hotspur,0.08,8.394736843000004,23.2285350362,Left foot,Regular play,Blocked
Tottenham Hotspur,0.08,9.166666667800001,22.738089176099997,Left foot,Regular play,Blocked
Tottenham Hotspur,0.05,16.822058823600003,29.379523808000002,Left foot,Regular play,Blocked
Tottenham Hotspur,0.03,20.6004854368,46.943439487099994,Right foot,Regular play,Blocked
Tottenham Hotspur,0.04,14.900000000000006,18.2540127409,Right foot,Regular play,Miss
Tottenham Hotspur,0.26,4.8508771934000094,28.841250000000002,Header,From corner,Goal
Tottenham Hotspur,0.26,4.368421052900004,28.536249999999995,Header,From corner,Goal
Tottenham Hotspur,0.08,96.4122807008,28.454999999,Header,Regular play,Miss
Tottenham Hotspur,0.07,94.38596491070001,46.8033120985,Left foot,Regular play,Miss
Tottenham Hotspur,0.05,96.4122807008,25.996250000000003,Header,Regular play,Miss
Tottenham Hotspur,0.04,92.7,19.164840766799998,Left foot,Regular play,Attempt saved
Tottenham Hotspur,0.03,97.3771929818,46.382929932699994,Right foot,Set piece,Blocked
Tottenham Hotspur,0.04,100.25862069,42.9865625,Right foot,Set piece,Attempt saved
Tottenham Hotspur,0.06,97.8596491223,40.46952381,Header,Regular play,Attempt saved
Tottenham Hotspur,0.04,84.85,40.46952381,Right foot,From corner,Miss
Tottenham Hotspur,0.21,99.50000000040001,33.5425,Right foot,Throw in set piece,Attempt saved
Tottenham Hotspur,0.17,98.92105263139999,38.284285716,Header,Regular play,Attempt saved
Tottenham Hotspur,0.04,90.1,43.650445855,Left foot,Regular play,Blocked
Tottenham Hotspur,0.03,79.21893204,34.838750000000005,Right foot,Regular play,Blocked
Tottenham Hotspur,0.21,101.3965517244,29.799761903000004,Right foot,Regular play,Attempt saved
Tottenham Hotspur,0.02,75.277184468,29.463571426999998,Right foot,Regular play,Attempt saved
Tottenham Hotspur,0.05,91.5,44.6313375752,Right foot,Regular play,Blocked
Tottenham Hotspur,0.21,101.4913793106,30.7975,Right foot,Regular play,Attempt saved
Tottenham Hotspur,0.05,92.5,44.4912101866,Right foot,Regular play,Blocked
Tottenham Hotspur,0.13,96.4122807008,28.454999999,Right foot,Regular play,Blocked
Tottenham Hotspur,0.09,88.07058823519999,33.77125,Right foot,Regular play,Miss
Tottenham Hotspur,0.09,85.9235294112,36.2875,Right foot,Regular play,Miss
Tottenham Hotspur,0.66,100.9224137934,34.38125,Left foot,Regular play,Miss
Tottenham Hotspur,0.02,102.06034482780001,49.745987259100005,Right foot,Regular play,Blocked
Tottenham Hotspur,0.02,92.3,49.5357961762,Right foot,Regular play,Miss
Tottenham Hotspur,0.21,101.3965517244,29.799761903000004,Right foot,Regular play,Attempt saved
Tottenham Hotspur,0.02,75.277184468,29.463571426999998,Right foot,Regular play,Attempt saved
Tottenham Hotspur,0.05,91.5,44.6313375752,Right foot,Regular play,Blocked
Tottenham Hotspur,0.21,101.4913793106,30.7975,Right foot,Regular play,Attempt saved
Tottenham Hotspur,0.05,92.5,44.4912101866,Right foot,Regular play,Blocked
Tottenham Hotspur,0.13,96.4122807008,28.454999999,Right foot,Regular play,Blocked
Tottenham Hotspur,0.09,88.07058823519999,33.77125,Right foot,Regular play,Miss
Tottenham Hotspur,0.09,85.9235294112,36.2875,Right foot,Regular play,Miss
Tottenham Hotspur,0.66,100.9224137934,34.38125,Left foot,Regular play,Miss
Tottenham Hotspur,0.02,102.06034482780001,49.745987259100005,Right foot,Regular play,Blocked
Tottenham Hotspur,0.02,92.3,49.5357961762,Right foot,Regular play,Miss
Tottenham Hotspur,0.12,10.614035089299989,28.454999999,Right foot,Regular play,Miss
Tottenham Hotspur,0.05,25.217961164000002,39.208809525,Left foot,Regular play,Attempt saved
Tottenham Hotspur,0.18,4.362068965199995,34.99125,Header,From corner,Goal
Tottenham Hotspur,0.18,6.078947368600012,32.856249999999996,Header,From corner,Goal
Tottenham Hotspur,0.02,14.5,24.7699363108,Left foot,Regular play,Blocked
Tottenham Hotspur,0.03,5.40517241340001,43.1021875,Header,From corner,Miss
Tottenham Hotspur,0.06,9.5526315802,24.2094267564,Left foot,Regular play,Attempt saved
Tottenham Hotspur,0.03,12.900000000000006,32.6275,Header,Regular play,Miss
Tottenham Hotspur,0.02,26.0063106784,42.350624999999994,Right foot,Regular play,Blocked
Tottenham Hotspur,0.05,9.842105264499992,50.306496813500004,Left foot,Regular play,Attempt saved
Tottenham Hotspur,0.04,24.880097086399985,36.2875,Left foot,Regular play,Miss
Tottenham Hotspur,0.14,14.599999999999994,31.865,Right foot,Regular play,Blocked
Tottenham Hotspur,0.17,8.973684211600002,37.864047621,Right foot,Regular play,Attempt saved
Tottenham Hotspur,0.06,10.517543861199997,46.452993627000005,Right foot,Regular play,Attempt saved
Tottenham Hotspur,0.01,30.736407764799992,31.4075,Right foot,Regular play,Miss
Tottenham Hotspur,0.00,10.324561404999997,21.617070067300002,Right foot,Regular play,Attempt saved
Tottenham Hotspur,0.02,28.258737862399997,33.61875,Left foot,Regular play,Miss
Tottenham Hotspur,0.18,1.6982758617999991,32.19625,Header,From corner,Goal
Tottenham Hotspur,0.11,91.3,31.7125,Right foot,Regular play,Post
Tottenham Hotspur,0.07,97.8596491223,39.460952381999995,Header,From corner,Miss
Tottenham Hotspur,0.08,95.73684210409999,37.27875,Header,Regular play,Blocked
Tottenham Hotspur,0.01,85.6014705876,41.225952381,Right foot,From corner,Miss
Tottenham Hotspur,0.04,86.889705882,17.343184714999992,Right foot,Regular play,Attempt saved
Tottenham Hotspur,0.18,95.3771929818,32.043749999999996,Header,Set piece,Goal
Tottenham Hotspur,0.14,86.39264705880001,39.26190476199999,Right foot,Fast break,Goal
Tottenham Hotspur,0.02,94.38596491070001,40.973809524,Header,From corner,Miss
Tottenham Hotspur,0.02,75.6150485456,21.617070067300006,Left foot,Regular play,Miss
Tottenham Hotspur,0.01,81.24611650560001,34.07625,Right foot,From corner,Blocked
Tottenham Hotspur,0.02,73.4752427208,19.935541404099993,Right foot,Regular play,Attempt saved
Tottenham Hotspur,0.08,95.2543859636,45.2619108239,Right foot,Regular play,Blocked
Tottenham Hotspur,0.01,81.1334951464,32.17,Right foot,From corner,Blocked
Tottenham Hotspur,0.03,88.28529411759999,48.414777067399996,Left foot,Set piece,Blocked
Tottenham Hotspur,0.14,96.2192982446,37.50750000000001,Right foot,Regular play,Miss
Tottenham Hotspur,0.02,76.6286407784,25.4759375,Right foot,Regular play,Attempt saved
Tottenham Hotspur,0.03,93,28.791190475,Header,Set piece,Miss
Tottenham Hotspur,0.04,93.7,31.1025,Header,Set piece,Attempt saved
Tottenham Hotspur,0.02,94.38596491070001,40.973809524,Header,From corner,Miss
Tottenham Hotspur,0.02,75.6150485456,21.617070067300006,Left foot,Regular play,Miss
Tottenham Hotspur,0.03,81.24611650560001,34.07625,Right foot,Regular play,Blocked
Tottenham Hotspur,0.02,73.4752427208,19.935541404099993,Right foot,Regular play,Attempt saved
Tottenham Hotspur,0.08,95.2543859636,45.2619108239,Right foot,Regular play,Blocked
Tottenham Hotspur,0.01,81.1334951464,32.17,Right foot,From corner,Blocked
Tottenham Hotspur,0.03,88.28529411759999,48.414777067399996,Left foot,Set piece,Blocked
Tottenham Hotspur,0.14,96.2192982446,37.50750000000001,Right foot,Regular play,Miss
Tottenham Hotspur,0.02,76.6286407784,25.4759375,Right foot,Regular play,Attempt saved
Tottenham Hotspur,0.03,93,28.791190475,Header,Set piece,Miss
Tottenham Hotspur,0.04,93.7,31.1025,Header,Set piece,Attempt saved
